STATE_NAME,ST_ABBREV,REGION,ACSTOTPOP,D_PNPL_2,B_PNPL_D2,P_PNPL_D2,D_PTSDF_2,B_PTSDF_D2,P_PTSDF_D2,D_PWDIS_2,B_PWDIS_D2,P_PWDIS_D2,DSLPM,B_DSLPM,P_DSLPM,PRE1960PCT,PNPL,B_PNPL,P_PNPL,PTSDF,B_PTSDF,P_PTSDF,PWDIS,B_PWDIS,P_PWDIS,MINORPCT,B_MINORPCT,P_MINORPCT,LOWINCPCT,B_LWINCPCT,P_LWINCPCT,T_PNPL,T_PNPL_D2,T_PTSDF,T_PTSDF_D2,T_PWDIS_D2,Shape_Length,Shape_Area
North Carolina,NC,4,1281,-0.720774669,6,52,-82.88187338,2,17,0,8,70,1.050203181,9,83,0.585331453,0.014884434,2,12,1.711560916,9,87,0,4,39,0.165495706,3,29,0.475409836,7,68,0.015 facilities/km distance (12%ile),52%ile,1.7 facilities/km distance (87%ile),17%ile,70%ile,5243.3268,1509192.366
North Carolina,NC,4,1215,-2.719726403,5,45,-267.1884276,1,7,0,8,70,1.050203181,9,83,0.770967742,0.017183019,2,18,1.688075592,9,87,0,4,39,0.15308642,3,26,0.302880658,4,38,0.017 facilities/km distance (18%ile),45%ile,1.7 facilities/km distance (87%ile),7%ile,70%ile,6887.203588,1836202.292
North Carolina,NC,4,1230,11.44242371,8,79,1261.511036,11,95,0,8,70,1.050203181,9,83,0.54950495,0.017043997,2,17,1.879076529,9,88,0,4,39,0.910569106,11,96,0.897560976,11,99,0.017 facilities/km distance (17%ile),79%ile,1.9 facilities/km distance (88%ile),95%ile,70%ile,7632.532526,2075336.187
North Carolina,NC,4,498,0.866406633,6,58,84.04454728,8,78,0,8,70,1.050203181,9,83,0.65,0.015438472,2,14,1.497587094,9,85,0,4,39,0.580321285,8,78,0.361570248,5,48,0.015 facilities/km distance (14%ile),58%ile,1.5 facilities/km distance (85%ile),78%ile,70%ile,5530.459295,1502839.708
North Carolina,NC,4,1326,6.041004089,8,71,530.5596688,10,90,115.2582041,11,99,0.83831983,8,72,0.664583333,0.017945382,2,19,1.576078369,9,86,0.342385547,11,98,0.545248869,8,75,0.679003021,10,91,0.018 facilities/km distance (19%ile),71%ile,1.6 facilities/km distance (86%ile),90%ile,99%ile,5059.140164,1562029.701
North Carolina,NC,4,530,3.811748203,7,66,274.2095101,9,85,16.56890458,11,97,0.83831983,8,72,0.597315436,0.01784319,2,19,1.283603239,9,83,0.077560766,11,95,0.71509434,9,87,0.80754717,11,97,0.018 facilities/km distance (19%ile),66%ile,1.3 facilities/km distance (83%ile),85%ile,97%ile,3792.645016,641777.6509
North Carolina,NC,4,930,5.569639413,8,70,579.0884108,10,90,0,8,70,0.83831983,8,72,0.849056604,0.017691347,2,19,1.83941067,9,88,0,4,39,0.538709677,8,74,0.85483871,11,98,0.018 facilities/km distance (19%ile),70%ile,1.8 facilities/km distance (88%ile),90%ile,70%ile,5081.834245,1466514.161
North Carolina,NC,4,1235,7.556493505,8,73,638.6170937,10,91,48.98645163,11,98,0.83831983,8,72,0.592459605,0.017861453,2,19,1.509513567,9,85,0.115790376,11,96,0.732793522,9,88,0.668836452,10,91,0.018 facilities/km distance (19%ile),73%ile,1.5 facilities/km distance (85%ile),91%ile,98%ile,7326.322802,1631481.582
North Carolina,NC,4,588,4.619744032,7,67,94.66901399,8,78,360.7953718,11,99,0.725529052,7,66,0.316770186,0.018564669,3,21,0.380432091,7,62,1.449873954,11,99,0.744897959,9,88,0.818027211,11,98,0.019 facilities/km distance (21%ile),67%ile,0.38 facilities/km distance (62%ile),78%ile,99%ile,10036.16435,3697371.01
North Carolina,NC,4,1189,4.749726692,7,68,268.3364373,9,85,141.4889028,11,99,0.725529052,7,66,0.490974729,0.015202002,2,13,0.85883912,8,76,0.452850183,11,98,0.659377628,9,83,0.582684825,9,83,0.015 facilities/km distance (13%ile),68%ile,0.86 facilities/km distance (76%ile),85%ile,99%ile,6924.866454,2092274.27
North Carolina,NC,4,1668,9.813998221,8,77,294.1165633,9,86,444.6714839,11,99,0.725529052,7,66,0.528138528,0.018498004,3,20,0.554368299,7,68,0.83814312,11,98,0.81294964,10,91,0.539703903,8,78,0.018 facilities/km distance (20%ile),77%ile,0.55 facilities/km distance (68%ile),86%ile,99%ile,6179.108817,1925962.004
North Carolina,NC,4,2021,12.08504432,9,80,466.2305681,9,89,1058.105113,11,99,0.725529052,7,66,0.3952,0.018665305,3,21,0.720091322,8,73,1.634239284,11,99,0.694705591,9,86,0.662537166,10,90,0.019 facilities/km distance (21%ile),80%ile,0.72 facilities/km distance (73%ile),89%ile,99%ile,8149.278906,2577694.33
North Carolina,NC,4,2357,10.5586898,8,78,713.2285129,10,92,836.0697634,11,99,0.725529052,7,66,0.285570131,0.0178479,2,19,1.205607096,9,82,1.413252025,11,99,0.711073398,9,86,0.507424692,8,73,0.018 facilities/km distance (19%ile),78%ile,1.2 facilities/km distance (82%ile),92%ile,99%ile,14335.36027,7180161.847
North Carolina,NC,4,2622,12.21650042,9,80,477.3311314,9,89,853.3869665,11,99,0.57607087,6,55,0.19205298,0.017535934,2,18,0.685175543,8,72,1.224977462,11,99,0.709763539,9,86,0.538138825,8,77,0.018 facilities/km distance (18%ile),80%ile,0.69 facilities/km distance (72%ile),89%ile,99%ile,18388.82879,11024072.12
North Carolina,NC,4,1426,10.22907305,8,77,347.1866112,9,87,557.8090614,11,99,0.57607087,6,55,0.311608961,0.016594533,2,16,0.563237696,7,69,0.90492859,11,98,0.867461431,10,94,0.713581985,10,93,0.017 facilities/km distance (16%ile),77%ile,0.56 facilities/km distance (69%ile),87%ile,99%ile,8386.139828,3645245.745
North Carolina,NC,4,862,6.560551755,8,72,400.9724162,9,88,164.0238113,11,99,0.57607087,6,55,0.639037433,0.015357667,2,13,0.93864069,8,77,0.383965124,11,98,0.957076566,11,98,0.750580046,11,95,0.015 facilities/km distance (13%ile),72%ile,0.94 facilities/km distance (77%ile),88%ile,99%ile,4666.277252,984982.4512
North Carolina,NC,4,935,8.726316798,8,75,522.5811004,10,90,132.4286057,11,99,0.57607087,6,55,0.384803922,0.017938665,2,19,1.07426849,9,80,0.27223311,11,97,0.853475936,10,93,0.903575298,11,99,0.018 facilities/km distance (19%ile),75%ile,1.1 facilities/km distance (80%ile),90%ile,99%ile,5247.534944,1046516.488
North Carolina,NC,4,1016,8.130342645,8,75,479.8909364,9,89,132.0846605,11,99,0.57607087,6,55,0.303501946,0.017012913,2,17,1.004181868,8,79,0.276389928,11,97,0.969488189,11,98,0.687755102,10,92,0.017 facilities/km distance (17%ile),75%ile,1 facilities/km distance (79%ile),89%ile,99%ile,5556.553771,1461436.266
North Carolina,NC,4,2277,3.428144077,7,65,318.7666536,9,86,192.0440788,11,99,0.689397443,7,63,0.22519084,0.013604527,1,9,1.265019609,9,82,0.762123399,11,98,0.322353975,6,52,0.615487316,9,86,0.014 facilities/km distance (9%ile),65%ile,1.3 facilities/km distance (82%ile),86%ile,99%ile,15329.79627,7744781.65
North Carolina,NC,4,1238,0.27567443,6,55,43.59322487,8,73,1.070403424,10,91,0.689397443,7,63,0.279386712,0.016937334,2,17,2.678351519,10,93,0.065765188,10,94,0.432148627,7,65,0.310655738,4,39,0.017 facilities/km distance (17%ile),55%ile,2.7 facilities/km distance (93%ile),73%ile,91%ile,7844.734038,3338457.808
North Carolina,NC,4,2188,8.351861356,8,75,813.5949089,10,92,280.9238338,11,99,0.771061314,7,69,0.156822811,0.016298865,2,16,1.587750642,9,86,0.548229829,11,98,0.621115174,9,81,0.563786008,9,81,0.016 facilities/km distance (16%ile),75%ile,1.6 facilities/km distance (86%ile),92%ile,99%ile,11506.8939,5393830.525
North Carolina,NC,4,893,4.019407626,7,66,317.9714094,9,86,3.126818147,10,94,0.771061314,7,69,0.405594406,0.017639057,2,18,1.395408548,9,84,0.013721953,9,89,0.653975364,9,83,0.572881356,9,82,0.018 facilities/km distance (18%ile),66%ile,1.4 facilities/km distance (84%ile),86%ile,94%ile,5332.373188,986133.6226
North Carolina,NC,4,735,5.219576212,7,69,871.9206133,10,92,102.1757996,11,99,0.771061314,7,69,0.157894737,0.015736663,2,14,2.628780619,10,93,0.308053001,11,97,0.77414966,10,90,0.844897959,11,98,0.016 facilities/km distance (14%ile),69%ile,2.6 facilities/km distance (93%ile),92%ile,99%ile,8945.091936,2023165.563
North Carolina,NC,4,1017,-2.744196067,5,44,-432.5681134,1,4,0,8,70,0.848389817,8,73,0.299363057,0.010941619,1,3,1.724729329,9,87,0,4,39,0.017699115,1,3,0.205588822,3,22,0.011 facilities/km distance (3%ile),44%ile,1.7 facilities/km distance (87%ile),4%ile,70%ile,8738.925443,2674800.38
North Carolina,NC,4,726,-4.077242956,5,40,-350.9480407,1,5,0,8,70,0.848389817,8,73,0.265,0.016270367,2,16,1.400469287,9,84,0,4,39,0,1,1,0.026170799,1,0,0.016 facilities/km distance (16%ile),40%ile,1.4 facilities/km distance (84%ile),5%ile,70%ile,7905.042589,3034378.274
North Carolina,NC,4,1327,-6.593057064,4,33,-684.6959868,1,1,0,8,70,0.848389817,8,73,0.187086093,0.016492976,2,16,1.712813072,9,87,0,4,39,0.051996986,1,9,0.062027231,1,3,0.016 facilities/km distance (16%ile),33%ile,1.7 facilities/km distance (87%ile),1%ile,70%ile,7939.702561,2929607.23
North Carolina,NC,4,571,-0.66779712,6,52,-145.8030721,2,12,-2.196456506,1,6,0.870748929,8,74,0.739299611,0.01375097,1,9,3.002309511,10,94,0.045228418,10,93,0.253940455,5,43,0.292469352,4,36,0.014 facilities/km distance (9%ile),52%ile,3 facilities/km distance (94%ile),12%ile,6%ile,3683.794607,724480.3707
North Carolina,NC,4,2025,-5.467032411,4,36,-778.5960409,1,1,0,8,70,0.870748929,8,74,0.473540146,0.014620561,2,12,2.082210276,10,90,0,4,39,0.174320988,4,30,0.172877847,2,17,0.015 facilities/km distance (12%ile),36%ile,2.1 facilities/km distance (90%ile),1%ile,70%ile,9808.417963,3592541.844
North Carolina,NC,4,685,-0.212199525,6,54,-20.38332777,4,33,0,8,70,1.756516414,11,98,0,0.01608013,2,15,1.544614958,9,86,0,4,39,0.261313869,5,44,0.416666667,6,58,0.016 facilities/km distance (15%ile),54%ile,1.5 facilities/km distance (86%ile),33%ile,70%ile,7770.026102,1890646.48
North Carolina,NC,4,1104,-2.422012066,5,46,-266.2127204,1,7,0,8,70,1.756516414,11,98,0.311355311,0.01513629,2,13,1.663688258,9,87,0,4,39,0.22192029,4,38,0.204710145,3,22,0.015 facilities/km distance (13%ile),46%ile,1.7 facilities/km distance (87%ile),7%ile,70%ile,6378.193542,2362516.907
North Carolina,NC,4,1134,-1.393603241,5,49,-141.4113274,2,13,0,8,70,1.756516414,11,98,0.196864111,0.016105748,2,15,1.634278045,9,87,0,4,39,0.354497354,6,56,0.209405501,3,22,0.016 facilities/km distance (15%ile),49%ile,1.6 facilities/km distance (87%ile),13%ile,70%ile,8310.701908,2082577.217
North Carolina,NC,4,1372,-4.027294211,5,40,-413.6418249,1,4,-0.002517625,3,24,1.756516414,11,98,0.034904014,0.016043339,2,15,1.647805108,9,87,1.00E-05,6,51,0.211370262,4,36,0.139212828,2,13,0.016 facilities/km distance (15%ile),40%ile,1.6 facilities/km distance (87%ile),4%ile,24%ile,8799.293967,4118365.495
North Carolina,NC,4,982,-1.387353582,5,49,-161.7335245,2,11,0,8,70,0.854537473,8,73,0.568345324,0.01675417,2,17,1.953150895,9,89,0,4,39,0.234215886,5,40,0.313645621,5,40,0.017 facilities/km distance (17%ile),49%ile,2 facilities/km distance (89%ile),11%ile,70%ile,6551.325848,2100104.781
North Carolina,NC,4,1186,3.654735624,7,66,552.5955254,10,90,0,8,70,0.854537473,8,73,0.112375533,0.016307812,2,16,2.465738942,10,92,0,4,39,0.610455312,9,80,0.483979764,8,70,0.016 facilities/km distance (16%ile),66%ile,2.5 facilities/km distance (92%ile),90%ile,70%ile,5167.860986,1097515.141
North Carolina,NC,4,890,0.557873792,6,56,76.08004417,8,77,0,8,70,0.854537473,8,73,0.105740181,0.016577239,2,16,2.260721101,10,91,0,4,39,0.369662921,6,58,0.42247191,6,59,0.017 facilities/km distance (16%ile),56%ile,2.3 facilities/km distance (91%ile),77%ile,70%ile,4667.638842,856049.5081
North Carolina,NC,4,1161,2.364117385,7,62,488.259781,9,89,0.000904214,8,75,0.854537473,8,73,0.093264249,0.01243841,1,5,2.568897616,10,92,4.76E-06,5,49,0.62962963,9,81,0.414298019,6,58,0.012 facilities/km distance (5%ile),62%ile,2.6 facilities/km distance (92%ile),89%ile,75%ile,14965.09967,7590549.083
North Carolina,NC,4,795,3.390157364,7,65,489.0000563,9,89,373.1390585,11,99,0.821231671,8,71,0.479591837,0.017236286,2,18,2.486181022,10,92,1.897118894,11,99,0.693081761,9,85,0.518238994,8,75,0.017 facilities/km distance (18%ile),65%ile,2.5 facilities/km distance (92%ile),89%ile,99%ile,9828.437895,2897252.529
North Carolina,NC,4,761,-0.258995777,6,53,-206.8565266,1,9,-0.003535778,3,23,0.821231671,8,71,0.175588865,0.002045262,1,0,1.633523636,9,87,2.79E-05,6,54,0.038107753,1,6,0.345597898,5,46,0.002 facilities/km distance (0%ile),53%ile,1.6 facilities/km distance (87%ile),9%ile,23%ile,20191.88181,15571466.1
North Carolina,NC,4,571,3.201330724,7,64,344.3418378,9,87,0,8,70,1.049901797,9,83,0.557195572,0.017451996,2,18,1.877173282,9,88,0,4,39,0.429071804,7,65,0.929947461,11,99,0.017 facilities/km distance (18%ile),64%ile,1.9 facilities/km distance (88%ile),87%ile,70%ile,3911.259803,722372.2497
North Carolina,NC,4,1195,2.995083712,7,64,468.1233251,9,89,0,8,70,1.049901797,9,83,0.703071672,0.012033997,1,4,1.880880477,9,88,0,4,39,0.515481172,8,72,0.617573222,9,87,0.012 facilities/km distance (4%ile),64%ile,1.9 facilities/km distance (88%ile),89%ile,70%ile,4415.075422,980861.8216
North Carolina,NC,4,1819,11.02572177,8,78,1528.053785,11,96,20.65148124,11,97,1.049901797,9,83,0.234401349,0.017158115,2,17,2.377941664,10,91,0.032137624,10,92,0.684991754,9,85,0.738055087,11,95,0.017 facilities/km distance (17%ile),78%ile,2.4 facilities/km distance (91%ile),96%ile,97%ile,6348.933427,2048535.63
North Carolina,NC,4,785,7.794634218,8,74,921.9813564,10,93,526.7903355,11,99,1.049901797,9,83,0.540469974,0.017407683,2,18,2.059052214,10,90,1.176475857,11,99,0.936305732,11,97,0.921019108,11,99,0.017 facilities/km distance (18%ile),74%ile,2.1 facilities/km distance (90%ile),93%ile,99%ile,4541.750919,1065486.115
North Carolina,NC,4,760,3.004208935,7,64,523.5542723,10,90,406.7385876,11,99,1.049901797,9,83,0.50877193,0.011204114,1,3,1.952581104,9,89,1.516920256,11,99,0.513157895,8,72,0.90896921,11,99,0.011 facilities/km distance (3%ile),64%ile,2 facilities/km distance (89%ile),90%ile,99%ile,5109.725854,1018938.559
North Carolina,NC,4,977,2.630822122,7,63,329.5108843,9,87,320.8836285,11,99,1.049901797,9,83,0.438034188,0.017366904,2,18,2.17520745,10,90,2.118256157,11,99,0.460593654,7,68,0.566018424,9,81,0.017 facilities/km distance (18%ile),63%ile,2.2 facilities/km distance (90%ile),87%ile,99%ile,5190.025432,1467838.397
North Carolina,NC,4,1166,-1.649971321,5,48,-328.0176546,1,5,-599.3072709,1,0,1.047652502,9,83,0.627831715,0.016970579,2,17,3.373785696,11,95,6.164102053,11,99,0.153516295,3,26,0.396226415,6,55,0.017 facilities/km distance (17%ile),48%ile,3.4 facilities/km distance (95%ile),5%ile,0%ile,6786.361884,2163366.602
North Carolina,NC,4,813,1.740906856,7,60,234.473994,9,84,536.9937443,11,99,1.047652502,9,83,0.143902439,0.017903448,2,19,2.411325359,10,92,5.52243177,11,99,0.499384994,8,71,0.456334563,7,65,0.018 facilities/km distance (19%ile),60%ile,2.4 facilities/km distance (92%ile),84%ile,99%ile,8284.414587,3441862.126
North Carolina,NC,4,2080,6.055349903,8,71,740.2056265,10,92,512.8061523,11,99,1.047652502,9,83,0.03968254,0.015755622,2,14,1.9259663,9,89,1.334287841,11,99,0.609134615,9,80,0.476923077,7,68,0.016 facilities/km distance (14%ile),71%ile,1.9 facilities/km distance (89%ile),92%ile,99%ile,10687.65105,6605586.133
North Carolina,NC,4,2164,-1.268654965,6,50,-90.47920716,2,16,-21.50919986,1,2,0.507623613,5,49,0.009673519,0.016209954,2,15,1.156077774,9,81,0.274828976,11,97,0.27818854,5,46,0.365988909,5,49,0.016 facilities/km distance (15%ile),50%ile,1.2 facilities/km distance (81%ile),16%ile,2%ile,19733.4455,10876524.64
North Carolina,NC,4,1495,-3.910789463,5,40,-320.2466162,1,5,-315.4900909,1,0,0.507623613,5,49,0.174366617,0.018139829,3,20,1.485433779,9,85,1.463371084,11,99,0.160535117,3,28,0.267558528,4,32,0.018 facilities/km distance (20%ile),40%ile,1.5 facilities/km distance (85%ile),5%ile,0%ile,13633.28012,5152629.28
North Carolina,NC,4,985,2.514914209,7,62,766.0970948,10,92,970.4713906,11,99,0.962644616,8,78,0.386541471,0.007928017,1,0,2.415044958,10,92,3.059314615,11,99,0.627411168,9,81,0.733197556,10,94,0.0079 facilities/km distance (0%ile),62%ile,2.4 facilities/km distance (92%ile),92%ile,99%ile,5352.98434,1175845.629
North Carolina,NC,4,1954,8.702858343,8,75,1131.146189,10,94,1129.576943,11,99,0.962644616,8,78,0.469606675,0.015861056,2,15,2.061526534,10,90,2.058666565,11,99,0.554247697,8,76,0.723872951,10,94,0.016 facilities/km distance (15%ile),75%ile,2.1 facilities/km distance (90%ile),94%ile,99%ile,12275.95348,2713261.545
North Carolina,NC,4,673,1.829050089,7,60,411.3077645,9,88,326.0628411,11,99,0.962644616,8,78,0.404907975,0.01769004,2,19,3.978048895,11,97,3.153584825,11,99,0.462109955,7,68,0.56166419,9,80,0.018 facilities/km distance (19%ile),60%ile,4 facilities/km distance (97%ile),88%ile,99%ile,4513.768447,1249947.698
North Carolina,NC,4,551,1.192618918,6,59,122.0049338,9,80,154.0526308,11,99,0.979551852,8,79,0.520833333,0.017773367,2,19,1.818215699,9,88,2.295816267,11,99,0.526315789,8,73,0.433756806,7,61,0.018 facilities/km distance (19%ile),59%ile,1.8 facilities/km distance (88%ile),80%ile,99%ile,9318.660175,2993764.34
North Carolina,NC,4,1518,-0.14179635,6,54,-21.34685099,4,32,-21.54779941,1,2,0.979551852,8,79,0.296195652,0.011984974,1,4,1.804287938,9,88,1.821272589,11,99,0.347826087,6,55,0.353096179,5,47,0.012 facilities/km distance (4%ile),54%ile,1.8 facilities/km distance (88%ile),32%ile,2%ile,15703.94087,7617449.615
North Carolina,NC,4,476,0.875878026,6,58,198.6060151,9,83,562.5928347,11,99,0.979551852,8,79,0.47008547,0.01802283,2,19,4.086690498,11,97,11.57640059,11,99,0.378151261,6,59,0.542553191,8,78,0.018 facilities/km distance (19%ile),58%ile,4.1 facilities/km distance (97%ile),83%ile,99%ile,5587.028654,1872138.175
North Carolina,NC,4,1014,4.503512924,7,67,1114.625842,10,94,2650.283505,11,100,0.608978797,6,57,0.1328125,0.018224175,3,20,4.510509153,11,97,10.72478993,11,99,0.445759369,7,67,0.758162031,11,96,0.018 facilities/km distance (20%ile),67%ile,4.5 facilities/km distance (97%ile),94%ile,100%ile,6721.503283,2653123.664
North Carolina,NC,4,1377,-0.182017119,6,54,-38.34096612,3,26,-156.562496,1,0,0.608978797,6,57,0.10106383,0.009936943,1,1,2.093165762,10,90,8.547287388,11,99,0.294117647,5,48,0.395787945,6,54,0.0099 facilities/km distance (1%ile),54%ile,2.1 facilities/km distance (90%ile),26%ile,0%ile,9330.256033,4517528.646
North Carolina,NC,4,1009,-3.829222983,5,41,-171.3739591,2,11,-364.3055805,1,0,0.608978797,6,57,0.227655987,0.018911671,3,21,0.846377452,8,76,1.799223351,11,99,0.045589693,1,7,0.269573835,4,32,0.019 facilities/km distance (21%ile),41%ile,0.85 facilities/km distance (76%ile),11%ile,0%ile,15860.04109,9672072.274
North Carolina,NC,4,2261,12.04836736,8,79,63.90770086,8,76,31.77014327,11,98,0.803578152,8,71,0.151912568,0.018550639,3,21,0.098397453,4,37,0.048915876,10,93,0.726227333,9,87,0.564794339,9,81,0.019 facilities/km distance (21%ile),79%ile,0.098 facilities/km distance (37%ile),76%ile,98%ile,20739.95909,20583412.34
North Carolina,NC,4,1783,3.165825068,7,64,29.11382081,8,71,152.643679,11,99,0.803578152,8,71,0.232451093,0.01969639,3,22,0.181133563,5,49,0.949682753,11,98,0.36174986,6,57,0.535053281,8,77,0.02 facilities/km distance (22%ile),64%ile,0.18 facilities/km distance (49%ile),71%ile,99%ile,23280.43121,23729781.69
North Carolina,NC,4,1151,0.048836046,6,54,1.514035667,6,56,1.741924434,10,93,0.803578152,8,71,0.421532847,0.013385501,1,8,0.414982951,7,64,0.477445121,11,98,0.155516942,3,27,0.567332754,9,81,0.013 facilities/km distance (8%ile),54%ile,0.41 facilities/km distance (64%ile),56%ile,93%ile,22222.5412,12943197.13
North Carolina,NC,4,1195,-5.261095834,4,36,-11.96398451,4,39,-0.000867849,3,25,0.452753374,5,43,0.140794224,0.021774726,3,26,0.049516771,3,20,3.59E-06,5,49,0.10041841,2,17,0.211715481,3,23,0.022 facilities/km distance (26%ile),36%ile,0.05 facilities/km distance (20%ile),39%ile,25%ile,22506.95388,18027692.6
North Carolina,NC,4,2305,1.601510267,7,60,10.09808938,7,64,6.228542896,11,96,0.452753374,5,43,0.116686114,0.020619569,3,24,0.130013683,5,43,0.080192972,11,95,0.368763557,6,57,0.415138693,6,58,0.021 facilities/km distance (24%ile),60%ile,0.13 facilities/km distance (43%ile),64%ile,96%ile,18890.43131,13274033.87
North Carolina,NC,4,1088,-1.920379062,5,47,-31.89016514,3,28,-7.080750204,1,4,0.452753374,5,43,0.033663366,0.018504059,3,20,0.307281782,6,59,0.068227478,10,94,0.292279412,5,48,0.233455882,3,26,0.019 facilities/km distance (20%ile),47%ile,0.31 facilities/km distance (59%ile),28%ile,4%ile,21303.95423,20267769.77
North Carolina,NC,4,1055,-5.80564428,4,35,-64.47133823,3,20,-17.68736448,1,2,1.070673025,9,84,0.079913607,0.021079879,3,25,0.234090819,6,54,0.064221556,10,94,0.099526066,2,17,0.09487666,1,7,0.021 facilities/km distance (25%ile),35%ile,0.23 facilities/km distance (54%ile),20%ile,2%ile,6537.344873,2178165.656
North Carolina,NC,4,1054,-0.690264657,6,52,-10.39217307,5,40,-1.868849586,1,6,1.070673025,9,84,0.523421589,0.021503015,3,26,0.323735331,6,59,0.058218106,10,94,0.370967742,6,58,0.284629981,4,34,0.022 facilities/km distance (26%ile),52%ile,0.32 facilities/km distance (59%ile),40%ile,6%ile,8439.787691,3736317.567
North Carolina,NC,4,3470,1.729203312,7,60,16.22096679,7,67,1.745982188,10,93,1.070673025,9,84,0.062025316,0.020589738,3,24,0.19314412,6,50,0.020789525,10,90,0.368011527,6,57,0.396904206,6,55,0.021 facilities/km distance (24%ile),60%ile,0.19 facilities/km distance (50%ile),67%ile,93%ile,17927.53881,12152553.74
North Carolina,NC,4,1400,1.043012923,6,58,10.41160323,7,64,1.307223789,10,92,0.610347386,6,58,0.072892938,0.011596387,1,4,0.115757898,5,41,0.014533927,9,89,0.332142857,6,53,0.512857143,8,74,0.012 facilities/km distance (4%ile),58%ile,0.12 facilities/km distance (41%ile),64%ile,92%ile,13603.98565,8309858.596
North Carolina,NC,4,2500,-2.489775169,5,46,-8.342522348,5,42,-12.13449449,1,3,0.610347386,6,58,0.061052632,0.020624861,3,24,0.069107993,3,29,0.100520025,11,95,0.394,7,60,0.225936367,3,25,0.021 facilities/km distance (24%ile),46%ile,0.069 facilities/km distance (29%ile),42%ile,3%ile,12551.06391,8751322.327
North Carolina,NC,4,1524,1.215125838,6,59,16.13238545,7,67,10.9903663,11,97,0.610347386,6,58,0.363896848,0.018688697,3,21,0.248116904,6,55,0.16903239,11,97,0.398950131,7,61,0.402887139,6,56,0.019 facilities/km distance (21%ile),59%ile,0.25 facilities/km distance (55%ile),67%ile,97%ile,7127.328606,2993244.572
North Carolina,NC,4,1922,-1.303073731,6,50,-11.08889138,4,39,-0.975507888,1,8,0.596514838,6,56,0.198773006,0.019004602,3,21,0.161725282,5,47,0.014227237,9,89,0.191467222,4,33,0.453694069,7,65,0.019 facilities/km distance (21%ile),50%ile,0.16 facilities/km distance (47%ile),39%ile,8%ile,28208.42512,16741086.33
North Carolina,NC,4,1612,-3.822372781,5,41,-43.87191663,3,24,-9.340212974,1,3,0.596514838,6,56,0.483627204,0.021966757,3,27,0.252127087,6,55,0.053677178,10,94,0.17866005,4,31,0.321960298,5,41,0.022 facilities/km distance (27%ile),41%ile,0.25 facilities/km distance (55%ile),24%ile,3%ile,8312.8433,2913093.064
North Carolina,NC,4,1429,1.047658983,6,58,3.680154326,6,59,0,8,70,0.375401586,4,33,0.255451713,0.020557923,3,24,0.072214653,3,29,0,4,39,0.376487054,6,58,0.411347518,6,57,0.021 facilities/km distance (24%ile),58%ile,0.072 facilities/km distance (29%ile),59%ile,70%ile,36151.13097,73241078.97
North Carolina,NC,4,1265,3.069405741,7,64,3.910525647,6,59,0,8,70,0.375401586,4,33,0.147113594,0.024750905,4,31,0.031533481,2,10,0,4,39,0.503557312,8,71,0.409018987,6,57,0.025 facilities/km distance (31%ile),64%ile,0.032 facilities/km distance (10%ile),59%ile,70%ile,31232.22358,39575501.16
North Carolina,NC,4,1031,1.992726914,7,61,7.287280741,7,62,0,8,70,0.375401586,4,33,0.122807018,0.018427452,3,20,0.067388069,3,28,0,4,39,0.48399612,8,70,0.44228904,7,63,0.018 facilities/km distance (20%ile),61%ile,0.067 facilities/km distance (28%ile),62%ile,70%ile,32888.02857,41320676.46
North Carolina,NC,4,1386,-5.645995429,4,35,-7.516854973,5,43,-0.305480861,2,12,0.375401586,4,33,0.078947368,0.021222235,3,25,0.028254444,1,8,0.001148245,8,76,0.221500722,4,38,0.111111111,1,9,0.021 facilities/km distance (25%ile),35%ile,0.028 facilities/km distance (8%ile),43%ile,12%ile,25931.40899,19962618.36
North Carolina,NC,4,891,1.821378587,7,60,2.953479108,6,58,0.004372311,8,77,0.375401586,4,33,0.134782609,0.022086537,3,27,0.035814699,2,13,5.30E-05,6,57,0.424242424,7,64,0.477375566,7,68,0.022 facilities/km distance (27%ile),60%ile,0.036 facilities/km distance (13%ile),58%ile,77%ile,33364.2485,39618434.23
North Carolina,NC,4,1703,-4.23054672,4,39,-43.11625924,3,24,-264.4361553,1,0,0.384872754,4,34,0.353626943,0.018546215,3,21,0.189016565,6,50,1.15925673,11,99,0.094539049,2,16,0.354081033,5,47,0.019 facilities/km distance (21%ile),39%ile,0.19 facilities/km distance (50%ile),24%ile,0%ile,34354.61704,37634282.2
North Carolina,NC,4,1027,-3.428448379,5,42,-5.675781557,5,45,0,8,70,0.384872754,4,34,0.218556701,0.020850765,3,25,0.034518351,2,12,0,4,39,0.070107108,2,12,0.326192795,5,42,0.021 facilities/km distance (25%ile),42%ile,0.035 facilities/km distance (12%ile),45%ile,70%ile,48618.30264,69597558.44
North Carolina,NC,4,1313,-3.061651884,5,43,-3.641186997,5,48,-295.5417087,1,0,0.369045752,4,32,0.248608534,0.018290652,3,20,0.021752859,1,5,1.765599302,11,99,0.165270373,3,29,0.296268088,4,36,0.018 facilities/km distance (20%ile),43%ile,0.022 facilities/km distance (5%ile),48%ile,0%ile,23727.55342,26821716.29
